Airwallex AUD Transactions,,,,,,,,,,
For the period 1 January 2025 to 31 May 2025,,,,,,,,,,
,,,,,,,,,,
Date,Source,Description,Reference,Currency,Spend (Source),Receive (Source),Spend (AUD),Receive (AUD),,
13-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
13-Mar-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
13-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
13-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
13-Mar-25,Spend Money,Mialsuite,,AUD,0,17.43,0,17.43,,
14-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
14-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
14-Mar-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
14-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
14-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
14-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
14-Mar-25,Spend Money,Unknown,,AUD,0,6.57,0,6.57,,
14-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
14-Mar-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
14-Mar-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
14-Mar-25,Spend Money,Unknown,,AUD,0,8.76,0,8.76,,
14-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
14-Mar-25,Spend Money,Unknown,,AUD,0,10.4,0,10.4,,
14-Mar-25,Spend Money,Unknown,,AUD,0,15.16,0,15.16,,
14-Mar-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
14-Mar-25,Spend Money,Unknown,,AUD,0,8.67,0,8.67,,
14-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
14-Mar-25,Spend Money,Unknown,,AUD,0,11.56,0,11.56,,
15-Mar-25,Spend Money,Hi Vibe,,AUD,0,96,0,96,,
16-Mar-25,Spend Money,Unknown,,AUD,0,15,0,15,,
16-Mar-25,Payable Payment,Payment: Wesley Lewis,Wesley Wage,AUD,0,"1,730.76",0,"1,730.76",,
16-Mar-25,Payable Payment,Payment: Cullan Chapman,Cullan Wage,AUD,0,"1,439.56",0,"1,439.56",,
16-Mar-25,Payable Payment,Payment: Three,9.39248E+11,AUD,0,26.63,0,26.63,,
17-Mar-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"6,000.00",0,"6,000.00",0,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,31.89,0,31.89,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,STARSHIPIT,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,240,0,240,,
17-Mar-25,Spend Money,Unknown,Rhyland Horthy Banks; Staff Card @ HOM; ************1775,AUD,0,743.74,0,743.74,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,40.25,0,40.25,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
17-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,"2,072.25",0,"2,072.25",,
18-Mar-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"5,000.00",0,"5,000.00",0,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,15.16,0,15.16,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
18-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
18-Mar-25,Spend Money,Unknown,Rhyland Horthy Banks; Staff Card @ HOM; ************1775,AUD,0,22,0,22,,
18-Mar-25,Spend Money,Unknown,Rhyland Horthy Banks; Staff Card @ HOM; ************1775,AUD,0,6.98,0,6.98,,
18-Mar-25,Payable Payment,Payment: Wezlew,SHOOT REIMBURSEMENT,AUD,0,"2,175.77",0,"2,175.77",,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
19-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Payable Payment,Payment: Adrian Burgos,1,AUD,0,950.79,0,950.79,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Bank Transfer,Bank Transfer from ants Label Pty Ltd to Airwallex AUD,NPP,AUD,"3,000.00",0,"3,000.00",0,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
20-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,KLAVIYO SOFTWARE K Card xx7386 USD,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,"1,984.89",0,"1,984.89",,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Unknown,ants Label Pty Ltd; Subscriptions; ************7022,AUD,0,7.33,0,7.33,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
21-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
22-Mar-25,Spend Money,Unknown,Rhyland Horthy Banks; Rhyland Horthy Banks; ************0049,AUD,0,25.99,0,25.99,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,10.4,0,10.4,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,6.57,0,6.57,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,13.73,0,13.73,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.67,0,8.67,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,8.76,0,8.76,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
24-Mar-25,Spend Money,Aust Post,ants Label Pty Ltd; Freight; ************5611,AUD,0,11.56,0,11.56,,
